timestamp_ns,传感器类型,ax(m/s²),ay(m/s²),az(m/s²),纬度,经度,速度(m/s),航向角(°),gx(rad/s),gy(rad/s),gz(rad/s)
70052396718427,加速度计,-3.6613,7.3658,4.8040,,,,,,,
70052406740094,加速度计,-5.7898,8.3270,2.0393,,,,,,,
70052416762594,加速度计,-2.7324,7.8470,5.8191,,,,,,,
70052414268375,陀螺仪,,,,,,,,0.0364,0.5587,1.0446
70052426785719,加速度计,-5.1918,7.6944,5.3498,,,,,,,
70052434315250,陀螺仪,,,,,,,,-0.0619,0.4296,0.8886
70052436809261,加速度计,-5.0242,7.8243,8.8472,,,,,,,
70052446833011,加速度计,-2.3481,7.0934,12.4894,,,,,,,
70052454362750,陀螺仪,,,,,,,,0.0473,0.2981,0.6826
70052456856761,加速度计,-3.4399,8.6574,5.9340,,,,,,,
70052466878427,加速度计,-1.0882,7.6830,8.3540,,,,,,,
70052476897386,加速度计,-0.0790,6.1806,6.2159,,,,,,,
70052474402021,陀螺仪,,,,,,,,0.0539,0.1663,0.5175
70052486915719,加速度计,0.2783,7.1156,4.2090,,,,,,,
70052494438375,陀螺仪,,,,,,,,0.0023,0.0752,0.2728
70052496933844,加速度计,2.5929,6.2052,7.3376,,,,,,,
70052506951761,加速度计,2.4744,6.9743,4.7196,,,,,,,
70052514474209,陀螺仪,,,,,,,,-0.0652,-0.0060,0.0241
70052516969677,加速度计,2.5576,7.5639,4.3114,,,,,,,
70052526988011,加速度计,2.4612,4.9931,4.6418,,,,,,,
70052537006657,加速度计,2.7629,5.9568,3.5015,,,,,,,
70052534511084,陀螺仪,,,,,,,,-0.1770,-0.0206,-0.0515
70052547024157,加速度计,3.2830,4.8949,6.6301,,,,,,,
70052557041657,加速度计,1.5425,4.1875,8.4862,,,,,,,
70052554546084,陀螺仪,,,,,,,,-0.2874,0.0246,-0.0197
70052567059157,加速度计,1.7974,4.8764,11.2713,,,,,,,
70052574581084,陀螺仪,,,,,,,,-0.1619,0.1193,0.1043
70052577076657,加速度计,2.0039,8.1696,8.3791,,,,,,,
70052587094157,加速度计,-0.3645,6.2842,9.9958,,,,,,,
70052594616084,陀螺仪,,,,,,,,-0.1024,0.1527,0.1575
70052597111657,加速度计,-0.6027,7.7895,10.9331,,,,,,,
70052607129157,加速度计,-1.5395,8.4240,9.3188,,,,,,,
70052614651084,陀螺仪,,,,,,,,-0.0081,0.1610,0.1794
70052617146657,加速度计,-0.7338,9.2763,9.4170,,,,,,,
70052627164157,加速度计,-1.2594,8.0637,3.6990,,,,,,,
70052634686084,陀螺仪,,,,,,,,-0.0085,0.1470,0.1631
70052637181657,加速度计,-1.3701,7.8398,3.2819,,,,,,,
70052647199157,加速度计,-1.1187,7.3269,4.8321,,,,,,,
70052654721084,陀螺仪,,,,,,,,-0.0377,0.1301,0.1380
70052657216657,加速度计,-1.8118,7.0785,7.6477,,,,,,,
70052667234157,加速度计,-2.5702,9.1494,6.3087,,,,,,,
