timestamp_ns,累计采样数
345515205174867,320
345515244987420,640
345515280652055,960
345515321187107,1280
345515360537784,1600
345515406104815,1920
345515440737836,2240
345515481483930,2560
345515524045440,2880
345515560925024,3200
345515602977576,3520
345515640537888,3840
345515680884399,4160
345515720879971,4480
345515760719763,4800
345515800883044,5120
345515841023826,5440
345515881812367,5760
345515921690805,6080
345515961032940,6400
345516001433044,6720
345516041365857,7040
345516081272575,7360
345516121173930,7680
345516160755336,8000
345516201012680,8320
345516241917315,8640
345516281035961,8960
345516320950075,9280
345516361466065,9600
345516401785648,9920
345516441182367,10240
345516481156482,10560
345516521241950,10880
345516561877054,11200
345516601371117,11520
345516641017419,11840
345516681007732,12160
345516722949034,12480
345516763035440,12800
345516802779919,13120
345516842814502,13440
345516884513773,13760
345516923229294,14080
345516962911429,14400
345517001657731,14720
345517041197731,15040
345517081106690,15360
345517122880283,15680
345517162548408,16000
345517200930179,16320
345517241510648,16640
345517282382940,16960
345517323085492,17280
345517362351273,17600
345517402174346,17920
345517443513825,18240
345517483780804,18560
345517522200804,18880
345517563399762,19200
345517603408096,19520
345517642521325,19840
345517682927054,20160
345517722780283,20480
345517762662575,20800
345517803908616,21120
345517843426846,21440
345517882137887,21760
345517923459814,22080
345517964946325,22400
345518001954137,22720
345518041642471,23040
345518081635700,23360
345518122609085,23680
345518164083460,24000
345518206347887,24320
345518243602314,24640
345518281660960,24960
345518322315023,25280
345518363779033,25600
345518401195856,25920
345518444330439,26240
345518484652887,26560
345518523811950,26880
345518563561897,27200
345518601639293,27520
345518642306689,27840
345518684836064,28160
345518722352002,28480
345518762602783,28800
345518801208304,29120
345518841857418,29440
345518881290595,29760
345518921911012,30080
345518961212210,30400
345519001953251,30720
345519041334606,31040
345519085219033,31360
345519122578147,31680
345519163703199,32000
345519202423356,32320
345519243500283,32640
345519283779866,32960
345519324655126,33280
345519361494189,33600
345519403961533,33920
345519444257783,34240
345519485006585,34560
345519523890803,34880
345519564201168,35200
345519604877053,35520
345519643934345,35840
